,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,0.23604493141174315,0.009475847042784868,0.011334371566772462,0.0012022535127493438,True,entropy,3,0.3,30,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 30, 'n_estimators': 200}",0.813131313131313,0.898989898989899,0.9108391608391608,0.9615384615384616,0.9545454545454545,0.9078088578088577,0.05314503557009619,166
15,0.2878746509552002,0.008985086421042685,0.013176393508911134,0.00039709309414678445,True,entropy,3,0.3,30,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 30, 'n_estimators': 250}",0.8148148148148148,0.898989898989899,0.9143356643356643,0.9597902097902098,0.9527972027972028,0.9081455581455581,0.0519494188099976,160
16,0.12087502479553222,0.007560657264557557,0.007713508605957031,0.0005684245222218503,True,entropy,3,0.3,50,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 50, 'n_estimators': 100}",0.8097643097643098,0.8720538720538721,0.8863636363636364,0.9449300699300699,0.9493006993006993,0.8924825174825175,0.0515288728601191,276
17,0.187847900390625,0.015150796314436523,0.009746551513671875,0.0011303280053200175,True,entropy,3,0.3,50,150,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 50, 'n_estimators': 150}",0.8063973063973064,0.8855218855218855,0.8933566433566433,0.951923076923077,0.9493006993006993,0.8972999222999224,0.053113702576223026,256
18,0.22915635108947754,0.008276049107530577,0.010937309265136719,0.00043435192275562563,True,entropy,3,0.3,50,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 50, 'n_estimators': 200}",0.8181818181818181,0.8855218855218855,0.9038461538461539,0.9545454545454545,0.9493006993006993,0.9022792022792023,0.049595191948904375,221
19,0.2930164337158203,0.016480954148702605,0.013240957260131836,0.0009287883887866346,True,entropy,3,0.3,50,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.3, 'min_samples_leaf': 50, 'n_estimators': 250}",0.8249158249158249,0.8888888888888888,0.9020979020979021,0.9545454545454545,0.9493006993006993,0.9039497539497539,0.04710255643422578,211
20,0.12824044227600098,0.014678768214980166,0.007655048370361328,0.001180218364304446,True,entropy,3,0.5,10,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 10, 'n_estimators': 100}",0.8181818181818181,0.9141414141414141,0.9178321678321679,0.9632867132867133,0.9493006993006993,0.9125485625485625,0.05071610316170467,64
21,0.19264731407165528,0.020191939964829275,0.009586906433105469,0.0008140865362132947,True,entropy,3,0.5,10,150,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 10, 'n_estimators': 150}",0.8181818181818181,0.9225589225589226,0.916083916083916,0.9597902097902098,0.9475524475524476,0.9128334628334628,0.04994882948206736,63
22,0.2510216236114502,0.007369948608758146,0.011698436737060548,0.0012561304379262047,True,entropy,3,0.5,10,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 10, 'n_estimators': 200}",0.8215488215488216,0.9175084175084175,0.9213286713286714,0.9615384615384616,0.9475524475524476,0.913895363895364,0.04898745989026226,52
23,0.31572809219360354,0.01633301244001709,0.01437373161315918,0.0012464411712415375,True,entropy,3,0.5,10,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 10, 'n_estimators': 250}",0.8198653198653199,0.9141414141414141,0.9213286713286714,0.9615384615384616,0.9475524475524475,0.9128852628852628,0.049587349784981034,62
24,0.1263192653656006,0.012715648144221799,0.007509088516235352,0.0007055379918961952,True,entropy,3,0.5,20,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 20, 'n_estimators': 100}",0.8282828282828283,0.9006734006734007,0.9178321678321678,0.9772727272727273,0.951048951048951,0.915022015022015,0.050814481211416684,26
25,0.18625974655151367,0.0095331836161026,0.00948634147644043,0.0007813219122553801,True,entropy,3,0.5,20,150,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 20, 'n_estimators': 150}",0.8249158249158249,0.9090909090909091,0.9178321678321678,0.9737762237762237,0.9475524475524476,0.9146335146335147,0.05034229215287305,42
26,0.24428205490112304,0.01193881296613934,0.011405181884765626,0.0007523868810706728,True,entropy,3,0.5,20,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 20, 'n_estimators': 200}",0.8215488215488216,0.9057239057239057,0.9213286713286712,0.9737762237762237,0.9493006993006994,0.9143356643356644,0.05193880342143919,43
27,0.31949810981750487,0.03105129774188508,0.013797378540039063,0.0013709696183130987,True,entropy,3,0.5,20,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 20, 'n_estimators': 250}",0.8265993265993266,0.9124579124579125,0.9213286713286712,0.9737762237762239,0.9493006993006994,0.9166925666925667,0.04995608449711872,5
28,0.12716331481933593,0.013296466921761105,0.008556079864501954,0.0028834882218289433,True,entropy,3,0.5,25,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 0.5, 'min_samples_leaf': 25, 'n_estimators': 100}",0.8282828282828283,0.9006734006734006,0.9143356643356644,0.965034965034965,0.9475524475524476,0.9111758611758611,0.04736158789512629,99
